,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
1142,92,2750,"World Cup Qualifiers, Asia, 2026",16-11-2023,Kuwait vs India,2023,Kuwait,KW,Mohsen Falah,True,Failed Using Name Looking at Season and Season +-1,Mohsen Ghareeb,,Match Date Filter Said 0,False
1143,93,2750,"World Cup Qualifiers, Asia, 2026",16-11-2023,Kuwait vs India,2023,India,IN,L Ralte,True,Failed Using Name Looking at Season and Season +-1,Lalrindika Ralte,,Match Date Filter Said 0,False
1144,94,2751,"World Cup Qualifiers, Asia, 2026",12-10-2023,Myanmar vs Macao,2023,Myanmar,MM,Kyaw Soe Moe,True,Failed Using Name Looking at Season and Season +-1,Soe Kyaw Kyaw,,Match Date Filter Said 0,False
1145,95,2756,"World Cup Qualifiers, Asia, 2026",17-10-2023,Bangladesh vs Maldives,2023,Bangladesh,BD,Mohamed Sohel Rana,True,Failed Using Name Looking at Season and Season +-1,Mohamed Sohel Rana,,Match Date Filter Said 0,False
1146,96,2757,"World Cup Qualifiers, Asia, 2026",21-11-2023,Syria vs Japan,2023,Syria,SY,Mohammed Osman,True,Failed Using Name Looking at Season and Season +-1,Mohammed Osman,,Match Date Filter Said 0,False
1147,97,2759,"World Cup Qualifiers, Asia, 2026",12-10-2023,Afghanistan vs Mongolia,2023,Afghanistan,AF,Omid Popalzay,True,Failed Using Name Looking at Season and Season +-1,Omid Popalzay,,Match Date Filter Said 0,False
1148,98,2759,"World Cup Qualifiers, Asia, 2026",12-10-2023,Afghanistan vs Mongolia,2023,Afghanistan,AF,Najim Haidary,True,Failed Using Name Looking at Season and Season +-1,Najim Haidary,,Match Date Filter Said 0,False
1149,99,2759,"World Cup Qualifiers, Asia, 2026",12-10-2023,Afghanistan vs Mongolia,2023,Afghanistan,AF,Noor Husin,True,Failed Using Name Looking at Season and Season +-1,Noor Husin,,Match Date Filter Said 0,False
1150,100,2759,"World Cup Qualifiers, Asia, 2026",12-10-2023,Afghanistan vs Mongolia,2023,Afghanistan,AF,Omran Haydary,True,Failed Using Name Looking at Season and Season +-1,Omran Haydary,,Match Date Filter Said 0,False
1151,101,617,"Euros 2020, Qualifiers",12.11.20,Hungary vs Iceland,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1152,102,624,"Euros 2020, Qualifiers",08.10.20,Iceland vs Romania,2020,Iceland,IS,Palsson,True,Failed Using Name Looking at Season and Season +-1,Emil Pálsson,,Match Date Filter Said 0,False
1153,103,1744,Nations League 2022-2023,01.06.22,Poland vs Wales,2022,Wales,WA,Jn Williams,True,Failed Using Name Looking at Season and Season +-1,Jonny Williams,,Match Date Filter Said 0,False
1154,104,2436,"World Cup Qualifiers, Asia, 2018",24-03-2016,Oman vs Guam,2016,Oman,OM,Ahmed Mubarak,True,Failed Using Name Looking at Season and Season +-1,Ahmed Mubarak,,Match Date Filter Said 0,False
1155,105,2442,"World Cup Qualifiers, Asia, 2018",12-03-2015,Cambodia vs Macao,2015,Cambodia,KH,Sovan Sok,True,Failed Using Name Looking at Season and Season +-1,Sovann Ouk,,Match Date Filter Said 0,False
1156,106,2450,"World Cup Qualifiers, Asia, 2018",03-09-2015,Kuwait vs Myanmar,2015,Kuwait,KW,Musaed Al Enazi,True,Failed Using Name Looking at Season and Season +-1,Mesaed Al-Enezi,,Match Date Filter Said 0,False
1157,107,2450,"World Cup Qualifiers, Asia, 2018",03-09-2015,Kuwait vs Myanmar,2015,Myanmar,MM,Pyaye Phyo Aung,True,Failed Using Name Looking at Season and Season +-1,Pyaye Phyo Aung,,Match Date Filter Said 0,False
1158,108,2450,"World Cup Qualifiers, Asia, 2018",03-09-2015,Kuwait vs Myanmar,2015,Myanmar,MM,Hein Zar Aung,True,Failed Using Name Looking at Season and Season +-1,Hein Htet Aung,,Match Date Filter Said 0,False
1159,109,2451,"World Cup Qualifiers, Asia, 2018",29-03-2016,Maldives vs Bhutan,2016,Bhutan,BT,D Tshering,True,Failed Using Name Looking at Season and Season +-1,Dawa Tshering Sr.,,Match Date Filter Said 0,False
1160,110,2460,"World Cup Qualifiers, Asia, 2018",13-10-2015,Kuwait vs Lebanon,2015,Kuwait,KW,Musaed Al Enazi,True,Failed Using Name Looking at Season and Season +-1,Mesaed Al-Enezi,,Match Date Filter Said 0,False
1161,111,2463,"World Cup Qualifiers, Asia, 2018",29-03-2016,Palestine vs Timor-Leste,2016,Timor-Leste,TL,Ervino,True,Failed Using Name Looking at Season and Season +-1,Ervino Soares,,Match Date Filter Said 0,False
1162,112,2466,"World Cup Qualifiers, Asia, 2018",06-09-2016,Iraq vs Saudi Arabia,2016,Saudi Arabia,SA,Naif Hazazi,True,Failed Using Name Looking at Season and Season +-1,Nayef Hazazi,,Match Date Filter Said 0,False
1163,113,2467,"World Cup Qualifiers, Asia, 2018",24-03-2016,Iran vs India,2016,India,IN,A Fernandes,True,Failed Using Name Looking at Season and Season +-1,Augustin Fernandes,,Match Date Filter Said 0,False
1164,114,2469,"World Cup Qualifiers, Asia, 2018",29-03-2016,India vs Turkmenistan,2016,India,IN,A Fernandes,True,Failed Using Name Looking at Season and Season +-1,Augustin Fernandes,,Match Date Filter Said 0,False
1165,115,2469,"World Cup Qualifiers, Asia, 2018",29-03-2016,India vs Turkmenistan,2016,Turkmenistan,TM,S Orazow,True,Failed Using Name Looking at Season and Season +-1,Suleyman Orazov,,Match Date Filter Said 0,False
1166,116,2474,"World Cup Qualifiers, Asia, 2018",11-06-2015,Lebanon vs Kuwait,2015,Lebanon,LB,Hussein Awada,True,Failed Using Name Looking at Season and Season +-1,Hussein Awada,,Match Date Filter Said 0,False
1167,117,2474,"World Cup Qualifiers, Asia, 2018",11-06-2015,Lebanon vs Kuwait,2015,Kuwait,KW,Musaed Al Enazi,True,Failed Using Name Looking at Season and Season +-1,Mesaed Al-Enezi,,Match Date Filter Said 0,False
1168,118,2381,"World Cup Qualifiers, Asia, 2018",24-03-2016,Qatar vs Hong Kong,2016,Hong Kong,HK,Nägelein Andy,True,Failed Using Name Looking at Season and Season +-1,Andy Nägelein,,Match Date Filter Said 0,False
1169,119,2384,"World Cup Qualifiers, Asia, 2018",08-09-2015,Cambodia vs Syria,2015,Cambodia,KH,Sovan Sok,True,Failed Using Name Looking at Season and Season +-1,Sovann Ouk,,Match Date Filter Said 0,False
1170,120,2414,"World Cup Qualifiers, Asia, 2018",29-03-2016,Iraq vs Vietnam,2016,Vietnam,VN,Phm Thành Lng,True,Failed Using Name Looking at Season and Season +-1,Pham Thanh Long Le,,Match Date Filter Said 0,False
1171,121,2419,"World Cup Qualifiers, Asia, 2018",11-06-2015,Bangladesh vs Kyrgyzstan,2015,Bangladesh,BD,M Haque,True,Failed Using Name Looking at Season and Season +-1,Mohamed Ainal Haque,,Match Date Filter Said 0,False
1172,122,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
1173,123,1328,"Olympics, 2016",08-04-2016,Iraq vs Denmark,2016,Denmark,DK,Casper Nielsen,True,Failed Using Name Looking at Season and Season +-1,Casper Nielsen,,Match Date Filter Said 0,False
1174,124,1329,"Olympics, 2016",08-04-2016,Brazil vs South Africa,2016,South Africa,ZA,Mothobi Mvala,True,Failed Using Name Looking at Season and Season +-1,Mothobi Mvala,,Match Date Filter Said 0,False
1175,125,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
1176,126,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,Denmark,DK,Emil Larsen,True,Failed Using Name Looking at Season and Season +-1,Emil Larsen,,Match Date Filter Said 0,False
1177,127,1330,"Olympics, 2016",08-07-2016,Denmark vs South Africa,2016,South Africa,ZA,Kwandakwensizwa Mngonyama,True,Failed Using Name Looking at Season and Season +-1,Kwanda Mngonyama,,Match Date Filter Said 0,False
1178,128,1332,"Olympics, 2016",08-10-2016,Denmark vs Brazil,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
1179,129,1333,"Olympics, 2016",08-10-2016,South Africa vs Iraq,2016,South Africa,ZA,Mothobi Mvala,True,Failed Using Name Looking at Season and Season +-1,Mothobi Mvala,,Match Date Filter Said 0,False
1180,130,1334,"Olympics, 2016",08-04-2016,Sweden vs Colombia,2016,Colombia,CO,Deiver Machado,True,Failed Using Name Looking at Season and Season +-1,Deiver Machado,,Match Date Filter Said 0,False
1181,131,1335,"Olympics, 2016",08-04-2016,Nigeria vs Japan,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
1182,132,1335,"Olympics, 2016",08-04-2016,Nigeria vs Japan,2016,Japan,JP,Riki Harakawa,True,Failed Using Name Looking at Season and Season +-1,Riki Harakawa,,Match Date Filter Said 0,False
1183,133,1336,"Olympics, 2016",08-07-2016,Sweden vs Nigeria,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
1184,134,1337,"Olympics, 2016",08-07-2016,Japan vs Colombia,2016,Colombia,CO,Deiver Machado,True,Failed Using Name Looking at Season and Season +-1,Deiver Machado,,Match Date Filter Said 0,False
1185,135,1338,"Olympics, 2016",08-10-2016,Japan vs Sweden,2016,Japan,JP,Masashi Kamekawa,True,Failed Using Name Looking at Season and Season +-1,Masashi Kamekawa,,Match Date Filter Said 0,False
1186,136,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Colombia,CO,Cristian Borja,True,Failed Using Name Looking at Season and Season +-1,Cristián Borja,,Match Date Filter Said 0,False
1187,137,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Colombia,CO,Harold Preciado,True,Failed Using Name Looking at Season and Season +-1,Harold Preciado,,Match Date Filter Said 0,False
1188,138,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Nigeria,NG,Ndifreke Udo,True,Failed Using Name Looking at Season and Season +-1,Ndifreke Udo,,Match Date Filter Said 0,False
1189,139,1339,"Olympics, 2016",08-10-2016,Colombia vs Nigeria,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
1190,140,1340,"Olympics, 2016",08-04-2016,Mexico vs Germany,2016,Mexico,MX,José Abella,True,Failed Using Name Looking at Season and Season +-1,José Abella,,Match Date Filter Said 0,False
1191,141,1340,"Olympics, 2016",08-04-2016,Mexico vs Germany,2016,Mexico,MX,Michael Pérez,True,Failed Using Name Looking at Season and Season +-1,Michael Pérez,,Match Date Filter Said 0,False
1192,142,1340,"Olympics, 2016",08-04-2016,Mexico vs Germany,2016,Mexico,MX,Marco Bueno,True,Failed Using Name Looking at Season and Season +-1,Marco Bueno,,Match Date Filter Said 0,False
1193,143,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,Fiji,FJ,Praneel Naidu,True,Failed Using Name Looking at Season and Season +-1,Praneel Naidu,,Match Date Filter Said 0,False
1194,144,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,Fiji,FJ,Tevita Waranaivalu,True,Failed Using Name Looking at Season and Season +-1,Tevita Waranaivalu,,Match Date Filter Said 0,False
1195,145,1341,"Olympics, 2016",08-04-2016,Fiji vs South Korea,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
1196,146,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Fiji,FJ,Praneel Naidu,True,Failed Using Name Looking at Season and Season +-1,Praneel Naidu,,Match Date Filter Said 0,False
1197,147,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Mexico,MX,José Abella,True,Failed Using Name Looking at Season and Season +-1,José Abella,,Match Date Filter Said 0,False
1198,148,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Mexico,MX,Michael Pérez,True,Failed Using Name Looking at Season and Season +-1,Michael Pérez,,Match Date Filter Said 0,False
1199,149,1342,"Olympics, 2016",08-07-2016,Fiji vs Mexico,2016,Mexico,MX,Marco Bueno,True,Failed Using Name Looking at Season and Season +-1,Marco Bueno,,Match Date Filter Said 0,False
1200,150,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
1201,151,1343,"Olympics, 2016",08-07-2016,Germany vs South Korea,2016,South Korea,KR,Park Yong-woo,True,Failed Using Name Looking at Season and Season +-1,Yong-woo Park,,Match Date Filter Said 0,False
1202,152,1344,"Olympics, 2016",08-10-2016,Germany vs Fiji,2016,Fiji,FJ,Praneel Naidu,True,Failed Using Name Looking at Season and Season +-1,Praneel Naidu,,Match Date Filter Said 0,False
1203,153,1344,"Olympics, 2016",08-10-2016,Germany vs Fiji,2016,Fiji,FJ,Tevita Waranaivalu,True,Failed Using Name Looking at Season and Season +-1,Tevita Waranaivalu,,Match Date Filter Said 0,False
1204,154,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
1205,155,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,South Korea,KR,Park Yong-woo,True,Failed Using Name Looking at Season and Season +-1,Yong-woo Park,,Match Date Filter Said 0,False
1206,156,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,Mexico,MX,Erick Aguirre,True,Failed Using Name Looking at Season and Season +-1,Erick Aguirre,,Match Date Filter Said 0,False
1207,157,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,Mexico,MX,Michael Pérez,True,Failed Using Name Looking at Season and Season +-1,Michael Pérez,,Match Date Filter Said 0,False
1208,158,1345,"Olympics, 2016",08-10-2016,South Korea vs Mexico,2016,Mexico,MX,Marco Bueno,True,Failed Using Name Looking at Season and Season +-1,Marco Bueno,,Match Date Filter Said 0,False
1209,159,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Farid Chaâl,True,Failed Using Name Looking at Season and Season +-1,Farid Chaâl,,Match Date Filter Said 0,False
1210,160,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Haris Belkebla,True,Failed Using Name Looking at Season and Season +-1,Haris Belkebla,,Match Date Filter Said 0,False
1211,161,1346,"Olympics, 2016",08-04-2016,Honduras vs Algeria,2016,Algeria,DZ,Zakaria Haddouche,True,Failed Using Name Looking at Season and Season +-1,Zakaria Haddouche,,Match Date Filter Said 0,False
1212,162,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Portugal,PT,André Martins,True,Failed Using Name Looking at Season and Season +-1,André Martins,,Match Date Filter Said 0,False
1213,163,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Argentina,AR,Lisandro Magallán,True,Failed Using Name Looking at Season and Season +-1,Lisandro Magallán,,Match Date Filter Said 0,False
1214,164,1347,"Olympics, 2016",08-04-2016,Portugal vs Argentina,2016,Argentina,AR,Santiago Ascacibar,True,Failed Using Name Looking at Season and Season +-1,Santiago Ascacíbar,,Match Date Filter Said 0,False
1215,165,1348,"Olympics, 2016",08-07-2016,Honduras vs Portugal,2016,Portugal,PT,André Martins,True,Failed Using Name Looking at Season and Season +-1,André Martins,,Match Date Filter Said 0,False
1216,166,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Argentina,AR,Santiago Ascacibar,True,Failed Using Name Looking at Season and Season +-1,Santiago Ascacíbar,,Match Date Filter Said 0,False
1217,167,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Algeria,DZ,Farid Chaâl,True,Failed Using Name Looking at Season and Season +-1,Farid Chaâl,,Match Date Filter Said 0,False
1218,168,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Algeria,DZ,Haris Belkebla,True,Failed Using Name Looking at Season and Season +-1,Haris Belkebla,,Match Date Filter Said 0,False
1219,169,1349,"Olympics, 2016",08-07-2016,Argentina vs Algeria,2016,Algeria,DZ,Zakaria Haddouche,True,Failed Using Name Looking at Season and Season +-1,Zakaria Haddouche,,Match Date Filter Said 0,False
1220,170,1350,"Olympics, 2016",08-10-2016,Argentina vs Honduras,2016,Argentina,AR,Santiago Ascacibar,True,Failed Using Name Looking at Season and Season +-1,Santiago Ascacíbar,,Match Date Filter Said 0,False
1221,171,1351,"Olympics, 2016",08-10-2016,Algeria vs Portugal,2016,Algeria,DZ,Zakaria Draoui,True,Failed Using Name Looking at Season and Season +-1,Zakaria Draoui,,Match Date Filter Said 0,False
1222,172,1351,"Olympics, 2016",08-10-2016,Algeria vs Portugal,2016,Portugal,PT,Tiago Ilori,True,Failed Using Name Looking at Season and Season +-1,Tiago Ilori,,Match Date Filter Said 0,False
1223,173,1352,"Olympics, 2016",08-13-2016,Portugal vs Germany,2016,Portugal,PT,André Martins,True,Failed Using Name Looking at Season and Season +-1,André Martins,,Match Date Filter Said 0,False
1224,174,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
1225,175,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Andreas Maxsø,True,Failed Using Name Looking at Season and Season +-1,Andreas Maxsø,,Match Date Filter Said 0,False
1226,176,1353,"Olympics, 2016",08-13-2016,Nigeria vs Denmark,2016,Denmark,DK,Casper Nielsen,True,Failed Using Name Looking at Season and Season +-1,Casper Nielsen,,Match Date Filter Said 0,False
1227,177,1354,"Olympics, 2016",08-13-2016,South Korea vs Honduras,2016,South Korea,KR,Sim Sang-min,True,Failed Using Name Looking at Season and Season +-1,Sang-min Sim,,Match Date Filter Said 0,False
1228,178,1354,"Olympics, 2016",08-13-2016,South Korea vs Honduras,2016,South Korea,KR,Park Yong-woo,True,Failed Using Name Looking at Season and Season +-1,Yong-woo Park,,Match Date Filter Said 0,False
1229,179,1355,"Olympics, 2016",08-13-2016,Brazil vs Colombia,2016,Colombia,CO,Cristian Borja,True,Failed Using Name Looking at Season and Season +-1,Cristián Borja,,Match Date Filter Said 0,False
1230,180,1355,"Olympics, 2016",08-13-2016,Brazil vs Colombia,2016,Colombia,CO,Harold Preciado,True,Failed Using Name Looking at Season and Season +-1,Harold Preciado,,Match Date Filter Said 0,False
1231,181,1357,"Olympics, 2016",08-17-2016,Nigeria vs Germany,2016,Nigeria,NG,Ndifreke Udo,True,Failed Using Name Looking at Season and Season +-1,Ndifreke Udo,,Match Date Filter Said 0,False
1232,182,1358,"Olympics, 2016",08-20-2016,Honduras vs Nigeria,2016,Nigeria,NG,Azubuike Okechukwu,True,Failed Using Name Looking at Season and Season +-1,Azubuike Okechukwu,,Match Date Filter Said 0,False
1233,183,1361,"Olympics, 2020",07-22-2021,Mexico vs France,2021,France,FR,André-Pierre Gignac,True,Failed Using Name Looking at Season and Season +-1,André-Pierre Gignac,,Match Date Filter Said 0,False
1234,184,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,Japan,JP,Daichi Hayashi,True,Failed Using Name Looking at Season and Season +-1,Daichi Hayashi,,Match Date Filter Said 0,False
1235,185,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,South Africa,ZA,Luke Fleurs,True,Failed Using Name Looking at Season and Season +-1,Luke Fleurs,,Match Date Filter Said 0,False
1236,186,1362,"Olympics, 2020",07-22-2021,Japan vs South Africa,2021,South Africa,ZA,Tercious Malepe,True,Failed Using Name Looking at Season and Season +-1,Tercious Malepe,,Match Date Filter Said 0,False
