,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Wrong Name,Found Name,New Found Name,Status II
554,554,4085,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Grenada,25-Mar-21,Grenada,GD,2021,SUCCESS,"['Shannon Phillip', 'Moron Phillip', 'Aswald Phillip', 'Rickson Phillip', 'Chad Phillip', 'Deon Phillip', 'Deanroy Phillip']",0,FALSE,Only Before + Zero Before,FALSE,"['Shannon Phillip', 'Moron Phillip', 'Aswald Phillip', 'Rickson Phillip', 'Chad Phillip', 'Deon Phillip', 'Deanroy Phillip']",Phillip,multiple,Yes,"['Shannon Phillip', 'Moron Phillip', 'Aswald Phillip', 'Rickson Phillip', 'Chad Phillip', 'Deon Phillip', 'Deanroy Phillip']",Moron Phillip,Done
555,555,4085,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Grenada,25-Mar-21,Grenada,GD,2021,SUCCESS,"['Antonio German', 'Ricardo German']",0,FALSE,Only Before + Zero Before,FALSE,"['Antonio German', 'Ricardo German']",German,multiple,Yes,"['Antonio German', 'Ricardo German']",Antonio German,Done
556,556,4086,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Bermuda,25-Mar-21,Bermuda,BM,2021,SUCCESS,"['Donte Brangman', 'Chae Brangman']",0,FALSE,Only Before + Zero Before,FALSE,"['Donte Brangman', 'Chae Brangman']",Brangman,multiple,Yes,"['Donte Brangman', 'Chae Brangman']",Chae Brangman,Done
557,557,4089,"World Cup 2022, Qualifiers, CONCACAF",Anguilla vs Dominican Republic,27-Mar-21,Anguilla,AI,2021,SUCCESS,"['Kapil Battice', 'Bakari Battice']",0,FALSE,Only Before + Zero Before,FALSE,"['Kapil Battice', 'Bakari Battice']",Battice,multiple,Yes,"['Kapil Battice', 'Bakari Battice']",Bakari Battice,Done
558,558,4089,"World Cup 2022, Qualifiers, CONCACAF",Anguilla vs Dominican Republic,27-Mar-21,Dominican Republic,DO,2021,SUCCESS,"['Rafael Flores', 'Daniel Flores']",0,FALSE,Only Before + Zero Before,FALSE,"['Rafael Flores', 'Daniel Flores']",Flores,multiple,Yes,"['Rafael Flores', 'Daniel Flores']",Rafael Flores,Done
559,559,4090,"World Cup 2022, Qualifiers, CONCACAF",US Virgin Islands vs Antigua and Barbuda,27-Mar-21,Antigua and Barbuda,AG,2021,SUCCESS,"['Juwan Roberts', 'Cardel Roberts']",0,FALSE,Only Before + Zero Before,FALSE,"['Juwan Roberts', 'Cardel Roberts']",Roberts,multiple,Yes,"['Juwan Roberts', 'Cardel Roberts']",Juwan Roberts,Done
560,560,4091,"World Cup 2022, Qualifiers, CONCACAF",Turks and Caicos Iss vs Nicaragua,27-Mar-21,Nicaragua,NI,2021,SUCCESS,"['Carlos Chavarría', 'Adrián Chavarría']",150000,FALSE,Only Before,FALSE,"['Carlos Chavarría', 'Adrián Chavarría']",Chavarria,multiple,Yes,"['Carlos Chavarría', 'Adrián Chavarría']",Carlos Chavarría,Done
561,561,2962,"World Cup Qualifiers, Europe, 2018",Gibraltar vs Bosnia-Herzegovina-Herzegovina,03-09-2017,Bosnia-Herzegovina-Herzegovina,BA,2017,SUCCESS,Anel Hadzic,900000,FALSE,Only Before,FALSE,Anel Hadzic,A Hadžić,single,Yes,['Irfan Hadzic'],Anel Hadzic,Done
562,562,4098,"World Cup 2022, Qualifiers, CONCACAF",Puerto Rico vs Trinidad and Tobago,28-Mar-21,Puerto Rico,PR,2021,SUCCESS,"['Carlos Rosario', 'Daniel Rosario', 'Adrian Rosario']",0,FALSE,Only Before + Zero Before,FALSE,"['Carlos Rosario', 'Daniel Rosario', 'Adrian Rosario']",Rosario,multiple,Yes,"['Carlos Rosario', 'Daniel Rosario', 'Adrian Rosario']",Daniel Rosario,Done
563,563,4098,"World Cup 2022, Qualifiers, CONCACAF",Puerto Rico vs Trinidad and Tobago,28-Mar-21,Puerto Rico,PR,2021,SUCCESS,Raúl González,150000,FALSE,Only Before,FALSE,Raúl González,Gonzalez,single,Yes,['Fernando González'],Raúl González,Done
564,564,4102,"World Cup 2022, Qualifiers, CONCACAF",Grenada vs US Virgin Islands,30-Mar-21,Grenada,GD,2021,SUCCESS,"['Irvin Smith', 'Kacey Smith', 'Deandre Smith']",0,FALSE,Only Before + Zero Before,FALSE,"['Irvin Smith', 'Kacey Smith', 'Deandre Smith']",Smith,multiple,Yes,"['Irvin Smith', 'Kacey Smith', 'Deandre Smith']",Irvin Smith,Done
565,565,4102,"World Cup 2022, Qualifiers, CONCACAF",Grenada vs US Virgin Islands,30-Mar-21,Grenada,GD,2021,SUCCESS,"['Shannon Phillip', 'Moron Phillip', 'Aswald Phillip', 'Rickson Phillip', 'Chad Phillip', 'Deon Phillip', 'Deanroy Phillip']",0,FALSE,Only Before + Zero Before,FALSE,"['Shannon Phillip', 'Moron Phillip', 'Aswald Phillip', 'Rickson Phillip', 'Chad Phillip', 'Deon Phillip', 'Deanroy Phillip']",Phillip,multiple,Yes,"['Shannon Phillip', 'Moron Phillip', 'Aswald Phillip', 'Rickson Phillip', 'Chad Phillip', 'Deon Phillip', 'Deanroy Phillip']",Moron Phillip,Done
566,566,4104,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Anguilla,30-Mar-21,Anguilla,AI,2021,SUCCESS,"['Kapil Battice', 'Bakari Battice']",0,FALSE,Only Before + Zero Before,FALSE,"['Kapil Battice', 'Bakari Battice']",Battice,multiple,Yes,"['Kapil Battice', 'Bakari Battice']",Kapil Battice,Done
567,567,4108,"World Cup 2022, Qualifiers, CONCACAF",Dominica vs Anguilla,02-Jun-21,Dominica,DM,2021,SUCCESS,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",0,FALSE,Only Before + Zero Before,FALSE,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",Bertrand,multiple,Yes,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",Chad Bertrand,Done
568,568,4112,"World Cup 2022, Qualifiers, CONCACAF",Puerto Rico vs Bahamas,02-Jun-21,Puerto Rico,PR,2021,SUCCESS,Raúl González,150000,FALSE,Only Before,FALSE,Raúl González,Gonzalez,single,Yes,['Fernando González'],Raúl González,Done
569,569,4115,"World Cup 2022, Qualifiers, CONCACAF",Saint Kitts and Nevis vs Guyana,04-Jun-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Thrizen Leader', 'Joash Leader']",0,FALSE,Only Before + Zero Before,FALSE,"['Thrizen Leader', 'Joash Leader']",Leader,multiple,Yes,"['Thrizen Leader', 'Joash Leader']",Thrizen Leader,Done
570,570,4116,"World Cup 2022, Qualifiers, CONCACAF",Suriname vs Bermuda,04-Jun-21,Bermuda,BM,2021,SUCCESS,"['Trey Tucker', 'Ne-Jai Tucker']",0,FALSE,Only Before + Zero Before,FALSE,"['Trey Tucker', 'Ne-Jai Tucker']",Tucker,multiple,Yes,"['Trey Tucker', 'Ne-Jai Tucker']",Trey Tucker,Done
571,571,4117,"World Cup 2022, Qualifiers, CONCACAF",Dominican Republic vs Barbados,04-Jun-21,Dominican Republic,DO,2021,SUCCESS,"['Enmy Peña', 'Guillermo de Peña']",240000,FALSE,Only Before,FALSE,"['Enmy Peña', 'Guillermo de Peña']",Peña,multiple,Yes,"['Enmy Peña', 'Guillermo de Peña']",Enmy Peña,Done
572,572,4118,"World Cup 2022, Qualifiers, CONCACAF",Nicaragua vs Belize,04-Jun-21,Nicaragua,NI,2021,SUCCESS,"['Carlos Chavarría', 'Adrián Chavarría']",150000,FALSE,Only Before,FALSE,"['Carlos Chavarría', 'Adrián Chavarría']",Chavarria,multiple,Yes,"['Carlos Chavarría', 'Adrián Chavarría']",Carlos Chavarría,Done
573,573,4126,"World Cup 2022, Qualifiers, CONCACAF",Guyana vs Puerto Rico,08-Jun-21,Puerto Rico,PR,2021,SUCCESS,Raúl González,150000,FALSE,Only Before,FALSE,Raúl González,Gonzalez,single,Yes,['Fernando González'],Raúl González,Done
574,574,4128,"World Cup 2022, Qualifiers, CONCACAF",Haiti vs Nicaragua,08-Jun-21,Nicaragua,NI,2021,SUCCESS,"['Carlos Chavarría', 'Adrián Chavarría']",150000,FALSE,Only Before,FALSE,"['Carlos Chavarría', 'Adrián Chavarría']",Chavarria,multiple,Yes,"['Carlos Chavarría', 'Adrián Chavarría']",Carlos Chavarría,Done
575,575,4130,"World Cup 2022, Qualifiers, CONCACAF",Grenada vs Montserrat,08-Jun-21,Grenada,GD,2021,SUCCESS,"['Antonio German', 'Ricardo German']",0,FALSE,Only Before + Zero Before,FALSE,"['Antonio German', 'Ricardo German']",German,multiple,Yes,"['Antonio German', 'Ricardo German']",Ricardo German,Done
576,576,4133,"World Cup 2022, Qualifiers, CONCACAF",Barbados vs Dominica,08-Jun-21,Dominica,DM,2021,SUCCESS,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']",Bertrand,multiple,Yes,"['Rashid Bertrand', 'Chad Bertrand', 'Euclid Bertrand']","['Euclid Bertrand', 'Chad Bertrand']",Done
577,577,4141,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Saint Kitts and Nevis,15-Jun-21,Saint Kitts and Nevis,KN,2021,SUCCESS,"['Thrizen Leader', 'Joash Leader']",0,FALSE,Only Before + Zero Before,FALSE,"['Thrizen Leader', 'Joash Leader']",Leader,multiple,Yes,"['Thrizen Leader', 'Joash Leader']",Thrizen Leader,Done
578,578,4146,"World Cup 2022, Qualifiers, CONCACAF",Mexico vs Jamaica,02-Sep-21,Jamaica,JM,2021,SUCCESS,"['Joel Grant', 'Fabian Grant', 'Anthony Grant']",160000,FALSE,Only Before,FALSE,"['Joel Grant', 'Fabian Grant', 'Anthony Grant']",Grant,multiple,Yes,"['Joel Grant', 'Fabian Grant', 'Anthony Grant']",Anthony Grant,Done
579,579,4147,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Honduras,05-Sep-21,Honduras,HN,2021,SUCCESS,"['Wilmer Crisanto', 'Félix Crisanto']",960000,FALSE,Only Before,FALSE,"['Wilmer Crisanto', 'Félix Crisanto']",Crisanto,multiple,Yes,"['Wilmer Crisanto', 'Félix Crisanto']",Félix Crisanto,Done
580,580,4404,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Venezuela,09-Sep-21,Venezuela,VE,2021,SUCCESS,"['Jan Hurtado', 'Brayan Hurtado']",8400000,FALSE,Only Before,FALSE,"['Jan Hurtado', 'Brayan Hurtado']",Hurtado,multiple,Yes,"['Jan Hurtado', 'Brayan Hurtado']",Jan Hurtado,Done
581,581,4417,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Paraguay,10-Oct-21,Paraguay,PY,2021,SUCCESS,"['Hernán Pérez', 'Aldo Pérez']",1200000,FALSE,Only Before,FALSE,"['Hernán Pérez', 'Aldo Pérez']",Pérez,multiple,Yes,"['Hernán Pérez', 'Aldo Pérez']",Hernán Pérez,Done
582,582,4429,"World Cup 2022, Qualifiers, CONMEBOL",Colombia vs Paraguay,16-Nov-21,Paraguay,PY,2021,SUCCESS,"['Miguel Samudio', 'Braian Samudio']",2160000,FALSE,Only Before,FALSE,"['Miguel Samudio', 'Braian Samudio']",Samudio,multiple,Yes,"['Miguel Samudio', 'Braian Samudio']",Braian Samudio,Done
583,583,4432,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Ecuador,16-Nov-21,Chile,CL,2021,SUCCESS,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",3600000,FALSE,Only Before,FALSE,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Vargas,multiple,Yes,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Eduardo Vargas,Done
584,584,4442,"World Cup 2022, Qualifiers, CONMEBOL",Brazil vs Paraguay,01-Feb-22,Brazil,BR,2022,SUCCESS,"['Dani Alves', 'Diego Alves']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Dani Alves', 'Diego Alves']",D Alves,multiple,Yes,['Diego Alves'],Diego Alves,Done
585,585,3542,"African Cup of Nations, 2019",Namibia vs Cote d'Ivoire,01-07-2019,Namibia,,2019,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,R Ketjijere,none,Yes,['No matches found even with the lowest threshold.'],Ronald Ketjijere,Done
586,586,3571,"African Cup of Nations, 2019",South Africa vs Namibia,28-06-2019,Namibia,,2019,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,R Ketjijere,none,Yes,['No matches found even with the lowest threshold.'],Ronald Ketjijere,Done
587,587,3572,"African Cup of Nations, 2019",Senegal vs Algeria,27-06-2019,Senegal,SN,2019,SUCCESS,Alfred N'Diaye,6000000,FALSE,Only Before,FALSE,Alfred N'Diaye,A N'Diaye,single,Yes,"[""Moussa N'Diaye""]",Alfred N'Diaye,Done
588,588,3575,"African Cup of Nations, 2019",Morocco vs Namibia,23-06-2019,Namibia,,2019,SUCCESS,0,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,0,R Ketjijere,none,Yes,['No matches found even with the lowest threshold.'],Ronald Ketjijere,Done
589,589,4355,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Paraguay,05-Oct-17,Paraguay,PY,2017,SUCCESS,"['Miguel Samudio', 'Braian Samudio']",2160000,FALSE,Only Before,FALSE,"['Miguel Samudio', 'Braian Samudio']",Samudio,multiple,Yes,"['Miguel Samudio', 'Braian Samudio']",Miguel Samudio,Done
590,590,4384,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Venezuela,03-Jun-21,Bolivia,BO,2021,SUCCESS,"['Jorge Flores', 'Wálter Flores']",0,FALSE,Only Before + Zero Before,FALSE,"['Jorge Flores', 'Wálter Flores']",Flores,multiple,Yes,"['Jorge Flores', 'Wálter Flores']",Jorge Flores,Done
591,591,4387,"World Cup 2022, Qualifiers, CONMEBOL",Argentina vs Chile,03-Jun-21,Chile,CL,2021,SUCCESS,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",3600000,FALSE,Only Before,FALSE,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Vargas,multiple,Yes,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Eduardo Vargas,Done
592,592,4393,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Bolivia,08-Jun-21,Chile,CL,2021,SUCCESS,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",3600000,FALSE,Only Before,FALSE,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Vargas,multiple,Yes,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Eduardo Vargas,Done
593,593,4395,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Paraguay,02-Sep-21,Ecuador,EC,2021,SUCCESS,"['Joao Rojas', 'Juan Rojas']",1680000,FALSE,Only Before,FALSE,"['Joao Rojas', 'Juan Rojas']",Rojas,multiple,Yes,"['Joao Rojas', 'Juan Rojas']",Joao Rojas,Done
594,594,4398,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Brazil,02-Sep-21,Chile,CL,2021,SUCCESS,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",3600000,FALSE,Only Before,FALSE,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Vargas,multiple,Yes,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Eduardo Vargas,Done
595,595,4399,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Chile,05-Sep-21,Chile,CL,2021,SUCCESS,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",3600000,FALSE,Only Before,FALSE,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Vargas,multiple,Yes,"['Eduardo Vargas', 'Miguel Vargas', 'Jeisson Vargas']",Eduardo Vargas,Done
596,596,918,"Euros 2024, Qualifiers",North Macedonia vs Malta,23.03.23,North Macedonia,MK,2023,SUCCESS,Darko Velkovski,2400000,FALSE,Only Before,FALSE,Darko Velkovski,D Velkoski,single,Yes,['Krste Velkoski'],Darko Velkovski,Done
597,597,924,"Euros 2024, Qualifiers",England vs North Macedonia,19.06.23,North Macedonia,MK,2023,SUCCESS,Darko Velkovski,2400000,FALSE,Only Before,FALSE,Darko Velkovski,D Velkoski,single,Yes,['Krste Velkoski'],Darko Velkovski,Done
598,598,1976,"World Cup Qualifiers, Africa, 2018",Sierra Leone vs Chad,13-10-2015,Sierra Leone,SL,2015,SUCCESS,Al Bangura,0,FALSE,Only After + Zero After,FALSE,Al Bangura,A Kanu,single,Yes,"['Abu Abedi Kanu X', 'Mohamed Kanu', 'Mohamed Sorie Kanu', 'Idris Kanu', 'Daniel Kanu']",Abu Abedi Kanu X,Done
599,599,2553,"World Cup Qualifiers, Asia, 2022",Yemen vs Uzbekistan,11-06-2021,Yemen,YE,2021,SUCCESS,Gehad Abdulrab,0,FALSE,Only Before + Zero Before,FALSE,Gehad Abdulrab,Gehad Ahmed,single,Yes,"['Faisal Abdulrahman Ahmed Ba Hurmuz', 'Hussein Ahmed Al-Ghazi', 'Ahmed Saeed Abdulrab']",Gehad Abdulrab,Done
600,600,898,"Euros 2024, Qualifiers",Gibraltar vs Greece,24.03.23,Gibraltar,GI,2023,SUCCESS,"['Dean Torrilla', 'Graeme Torrilla']",90000,FALSE,Only Before,FALSE,"['Dean Torrilla', 'Graeme Torrilla']",Torilla,multiple,Yes,"['Dean Torrilla', 'Graeme Torrilla']",Graeme Torrilla,Done
601,601,899,"Euros 2024, Qualifiers",Netherlands vs Gibraltar,27.03.23,Gibraltar,GI,2023,SUCCESS,"['Dean Torrilla', 'Graeme Torrilla']",90000,FALSE,Only Before,FALSE,"['Dean Torrilla', 'Graeme Torrilla']",Torilla,multiple,Yes,"['Dean Torrilla', 'Graeme Torrilla']",Graeme Torrilla,Done
602,602,3590,"African Cup of Nations, 2021",Algeria vs Sierra Leone,11-01-2022,Sierra Leone,SL,2022,SUCCESS,Umaru Bangura,160000,FALSE,Only Before,FALSE,Umaru Bangura,U Bangura,single,Yes,"['Abdul Rahman Bangura', 'Moustapha Bangura', 'Sulaiman Bangura', 'Mohamed Bangura', 'Ibrahim Bangura', 'Abdul Dul Bangura', 'Masalakie Bangura', 'Abu Bakarr Bangura']",Umaru Bangura,Done
603,603,3591,"African Cup of Nations, 2021",Burkina Faso vs Ethiopia,17-01-2022,Burkina Faso,BF,2022,SUCCESS,Farid Ouédraogo,0,FALSE,Only Before + Zero Before,FALSE,Farid Ouédraogo,F Ouédraogo,single,Yes,"['Issiaka Ouédraogo', 'Bassirou Ouédraogo', 'Boubacar Ouédraogo', 'Armand Ouédraogo', 'Ismahila Ouédraogo']",Farid Ouédraogo,Done
604,604,3593,"African Cup of Nations, 2021",Ghana vs Comoros,18-01-2022,Ghana,GH,2022,SUCCESS,Andy Yiadom,3000000,FALSE,Only Before,FALSE,Andy Yiadom,A Yiadom,single,Yes,['Konadu Yiadom'],Andy Yiadom,Done
605,605,3594,"African Cup of Nations, 2021",Senegal vs Guinea,14-01-2022,Senegal,SN,2022,SUCCESS,Saliou Ciss,520000,FALSE,Only Before,FALSE,Saliou Ciss,S Ciss,single,Yes,['Papiss Cissé'],Saliou Ciss,Done
606,606,3598,"African Cup of Nations, 2021",Comoros vs Gabon,10-01-2022,Comoros,KM,2022,SUCCESS,Kassim Abdallah,320000,FALSE,Only Before,FALSE,Kassim Abdallah,K Abdallah,single,Yes,['Akim Abdallah'],Kassim Abdallah,Done
607,607,3601,"African Cup of Nations, 2021",Sierra Leone vs Equatorial Guinea,20-01-2022,Sierra Leone,SL,2022,SUCCESS,Umaru Bangura,160000,FALSE,Only Before,FALSE,Umaru Bangura,U Bangura,single,Yes,"['Abdul Rahman Bangura', 'Moustapha Bangura', 'Sulaiman Bangura', 'Mohamed Bangura', 'Ibrahim Bangura', 'Abdul Dul Bangura', 'Masalakie Bangura', 'Abu Bakarr Bangura']",Umaru Bangura,Done
608,608,3608,"African Cup of Nations, 2021",Malawi vs Senegal,18-01-2022,Senegal,SN,2022,SUCCESS,Saliou Ciss,520000,FALSE,Only Before,FALSE,Saliou Ciss,S Ciss,single,Yes,['Papiss Cissé'],Saliou Ciss,Done
609,609,3616,"African Cup of Nations, 2021",Burkina Faso vs Cameroon,05-02-2022,Burkina Faso,BF,2022,SUCCESS,Farid Ouédraogo,0,FALSE,Only Before + Zero Before,FALSE,Farid Ouédraogo,F Ouédraogo,single,Yes,"['Issiaka Ouédraogo', 'Bassirou Ouédraogo', 'Boubacar Ouédraogo', 'Armand Ouédraogo', 'Ismahila Ouédraogo']",Farid Ouédraogo,Done
610,610,3623,"African Cup of Nations, 2021",Morocco vs Ghana,10-01-2022,Ghana,GH,2022,SUCCESS,Andy Yiadom,3000000,FALSE,Only Before,FALSE,Andy Yiadom,A Yiadom,single,Yes,['Konadu Yiadom'],Andy Yiadom,Done
611,611,3625,"African Cup of Nations, 2021",Burkina Faso vs Senegal,02-02-2022,Senegal,SN,2022,SUCCESS,Saliou Ciss,520000,FALSE,Only Before,FALSE,Saliou Ciss,S Ciss,single,Yes,['Papiss Cissé'],Saliou Ciss,Done
612,612,3627,"African Cup of Nations, 2021",Cote d'Ivoire vs Sierra Leone,16-01-2022,Sierra Leone,SL,2022,SUCCESS,Umaru Bangura,160000,FALSE,Only Before,FALSE,Umaru Bangura,U Bangura,single,Yes,"['Abdul Rahman Bangura', 'Moustapha Bangura', 'Sulaiman Bangura', 'Mohamed Bangura', 'Ibrahim Bangura', 'Abdul Dul Bangura', 'Masalakie Bangura', 'Abu Bakarr Bangura']",Umaru Bangura,Done
613,613,3630,"African Cup of Nations, 2021",Senegal vs Equatorial Guinea,30-01-2022,Senegal,SN,2022,SUCCESS,Saliou Ciss,520000,FALSE,Only Before,FALSE,Saliou Ciss,S Ciss,single,Yes,['Papiss Cissé'],Saliou Ciss,Done
614,614,3632,"African Cup of Nations, 2021",Senegal vs Egypt,06-02-2022,Senegal,SN,2022,SUCCESS,Saliou Ciss,520000,FALSE,Only Before,FALSE,Saliou Ciss,S Ciss,single,Yes,['Papiss Cissé'],Saliou Ciss,Done
615,615,3633,"African Cup of Nations, 2021",Senegal vs Cape Verde,25-01-2022,Senegal,SN,2022,SUCCESS,Saliou Ciss,520000,FALSE,Only Before,FALSE,Saliou Ciss,S Ciss,single,Yes,['Papiss Cissé'],Saliou Ciss,Done
616,616,3636,"African Cup of Nations, 2021",Gabon vs Ghana,14-01-2022,Ghana,GH,2022,SUCCESS,Andy Yiadom,3000000,FALSE,Only Before,FALSE,Andy Yiadom,A Yiadom,single,Yes,['Konadu Yiadom'],Andy Yiadom,Done
617,617,2039,"World Cup Qualifiers, Africa, 2018",Chad vs Sierra Leone,10-10-2015,Sierra Leone,SL,2015,SUCCESS,Al Bangura,0,FALSE,Only After + Zero After,FALSE,Al Bangura,A Kanu,single,Yes,"['Abu Abedi Kanu X', 'Mohamed Kanu', 'Mohamed Sorie Kanu', 'Idris Kanu', 'Daniel Kanu']",Abu Abedi Kanu X,Done
618,618,2055,"World Cup Qualifiers, Africa, 2022",Guinea-Bissau vs Guinea,01-09-2021,Guinea,GN,2021,SUCCESS,Abdoulaye Cissé,0,FALSE,Only Before + Zero Before,FALSE,Abdoulaye Cissé,A Cissé,single,Yes,"['Ibrahima Cissé', 'Seydouba Cissé']",Abdoulaye Cissé,Done
619,619,2057,"World Cup Qualifiers, Africa, 2022",Sudan vs Guinea,06-10-2021,Guinea,GN,2021,SUCCESS,Abdoulaye Cissé,0,FALSE,Only Before + Zero Before,FALSE,Abdoulaye Cissé,A Cissé,single,Yes,"['Ibrahima Cissé', 'Seydouba Cissé']",Abdoulaye Cissé,Done
620,620,2060,"World Cup Qualifiers, Africa, 2022",Algeria vs Niger,08-10-2021,Niger,NE,2021,SUCCESS,Hervé Lybohy,120000,FALSE,Only Before,FALSE,Hervé Lybohy,H Lybohy,single,Yes,['Chris Lybohy'],Hervé Lybohy,Done
621,621,2061,"World Cup Qualifiers, Africa, 2022",Djibouti vs Niger,06-09-2021,Niger,NE,2021,SUCCESS,Hervé Lybohy,120000,FALSE,Only Before,FALSE,Hervé Lybohy,H Lybohy,single,Yes,['Chris Lybohy'],Hervé Lybohy,Done
622,622,2070,"World Cup Qualifiers, Africa, 2022",Tunisia vs Equatorial Guinea,03-09-2021,Tunisia,TN,2021,SUCCESS,Fakhreddine Ben Youssef,960000,FALSE,Only Before,FALSE,Fakhreddine Ben Youssef,F Ben Youssef,single,Yes,['Syam Ben Youssef'],Fakhreddine Ben Youssef,Done
623,623,3337,"World Cup Qualifiers, Europe, 2022",Poland vs San Marino,09-10-2021,San Marino,SM,2021,SUCCESS,Davide Simoncini,20000,FALSE,Only Before,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
624,624,3375,"World Cup Qualifiers, Europe, 2022",Liechtenstein vs Iceland,31-03-2021,Liechtenstein,LI,2021,SUCCESS,"['Martin Büchel', 'Marcel Büchel']",0,FALSE,Only Before + Zero Before,FALSE,"['Martin Büchel', 'Marcel Büchel']",M Büchel,multiple,Yes,"['Benjamin Büchel', 'Martin Büchel', 'Marcel Büchel']",Martin Büchel,Done
625,625,3441,"World Cup Qualifiers, Europe, 2022",Serbia vs Republic of Ireland,24-03-2021,Serbia,RS,2021,SUCCESS,"['Milan Gajic', 'Marko Gajic']",4200000,FALSE,Only Before,FALSE,"['Milan Gajic', 'Marko Gajic']",M Gajić,multiple,Yes,"['Milan Gajic', 'Marko Gajic']",Milan Gajic,Done
626,626,1014,"Euros 2024, Qualifiers",Bulgaria vs Hungary,16.11.23,Hungary,HU,2023,SUCCESS,Ádám Szalai,1000000,FALSE,Found in Curr Season,FALSE,Ádám Szalai,Ádám Martin,single,Yes,['Martin Ádám'],Martin Ádám,Done
627,627,1015,"Euros 2024, Qualifiers",Hungary vs Montenegro,19.11.23,Hungary,HU,2023,SUCCESS,Ádám Szalai,1000000,FALSE,Found in Curr Season,FALSE,Ádám Szalai,Ádám Martin,single,Yes,['Martin Ádám'],Martin Ádám,Done
628,628,1024,"Euros 2024, Qualifiers",Denmark vs Northern Ireland,16.06.23,Northern Ireland,NI,2023,SUCCESS,"['Caolan Lavery', 'Shayne Lavery']",0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,"['Caolan Lavery', 'Shayne Lavery']",Lavery,multiple,Yes,"['Caolan Lavery', 'Shayne Lavery']",Shayne Lavery,Done
629,629,1026,"Euros 2024, Qualifiers",Finland vs San Marino,19.06.23,Finland,FI,2023,SUCCESS,Diogo Tomas,720000,FALSE,Only Before,FALSE,Diogo Tomas,Di Tomas,single,Yes,['Tomas Galvez'],Diogo Tomas,Done
630,630,4301,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Bolivia,29-Mar-16,Argentina,AR,2016,SUCCESS,Mariano Andújar,50000000,FALSE,Found in Curr Season,FALSE,Mariano Andújar,D Maria,single,Yes,['Ángel Di María'],Ángel Di María,Done
