,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
321,321,321,321,63697,997,2068,"World Cup Qualifiers, Africa, 2022",Ghana vs Zimbabwe,09-10-2021,Ghana,GH,2021,FAIL,"['Fatawu Safiu', 'Fatawu Dauda']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Fatawu Safiu', 'Fatawu Dauda']",FALSE,Hamidu Abdul Fatawu,A Fatawu,multiple,Done
322,322,322,322,64896,1096,3383,"World Cup Qualifiers, Europe, 2022",North Macedonia vs Iceland,14-11-2021,Iceland,IS,2021,FAIL,"['Kolbeinn Thordarson', 'David Thor Vidarsson', 'Hordur Arnason']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kolbeinn Thordarson', 'David Thor Vidarsson', 'Hordur Arnason']",FALSE,Stefan Teitur Thordarson,S THordarson,multiple,Done
323,323,323,323,67887,787,3419,"World Cup Qualifiers, Europe, 2022",Romania vs Iceland,11-11-2021,Iceland,IS,2021,FAIL,"['Kolbeinn Thordarson', 'David Thor Vidarsson', 'Hordur Arnason']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kolbeinn Thordarson', 'David Thor Vidarsson', 'Hordur Arnason']",FALSE,Stefan Teitur Thordarson,S THordarson,multiple,Done
324,324,324,324,68670,470,3104,"World Cup Qualifiers, Europe, 2018",Turkey vs Croatia,05-09-2017,Turkey,TR,2017,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
325,325,325,325,69546,246,1629,Nations League 2020-2021,Ireland vs Wales,11.10.20,Ireland,IE,2020,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 14. Long",FALSE,Kevin Long,Long,multiple,Done
326,326,326,326,69551,251,1629,Nations League 2020-2021,Ireland vs Wales,11.10.20,Ireland,IE,2020,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9. Long",FALSE,Shane Long,Long,multiple,Done
327,327,327,327,69644,344,1633,Nations League 2020-2021,Wales vs Ireland,15.11.20,Ireland,IE,2020,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 5. Long",FALSE,Kevin Long,Long,multiple,Done
328,328,328,328,69698,398,1636,Nations League 2020-2021,Ireland vs Bulgaria,18.11.20,Ireland,IE,2020,FAIL,"['Shane Long', 'Kevin Long']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 15. Long",FALSE,Kevin Long,Long,multiple,Done
329,329,329,329,70569,169,2788,"World Cup Qualifiers, Europe, 2014",Denmark vs Armenia,11-06-2013,Armenia,AM,2013,FAIL,"['Aleksandr Karapetyan', 'Sevak Aslanyan', 'Narek Aslanyan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Aleksandr Karapetyan', 'Sevak Aslanyan', 'Narek Aslanyan']",FALSE,Valeri Aleksanyan,V Aleksanyan,multiple,Done
330,330,330,330,70581,181,2789,"World Cup Qualifiers, Europe, 2014",Turkey vs Andorra,06-09-2013,Turkey,TR,2013,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
331,331,331,331,70634,234,2791,"World Cup Qualifiers, Europe, 2014",Malta vs Bulgaria,10-09-2013,Bulgaria,BG,2013,FAIL,"['Ivaylo Dimitrov', 'Dimitar Mitov', 'Zdravko Dimitrov']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ivaylo Dimitrov', 'Dimitar Mitov', 'Zdravko Dimitrov']",FALSE,Radoslav Dimitrov,R Dimitrov,multiple,Done
332,332,332,332,70695,295,2794,"World Cup Qualifiers, Europe, 2014",Turkey vs Hungary,26-03-2013,Turkey,TR,2013,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
333,333,333,333,71240,840,2819,"World Cup Qualifiers, Europe, 2014",Armenia vs Malta,07-06-2013,Armenia,AM,2013,FAIL,"['Aleksandr Karapetyan', 'Sevak Aslanyan', 'Narek Aslanyan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Aleksandr Karapetyan', 'Sevak Aslanyan', 'Narek Aslanyan']",FALSE,Sevak Aslanyan,V Aleksanyan,multiple,Done
334,334,334,334,71274,874,2820,"World Cup Qualifiers, Europe, 2014",Estonia vs Turkey,11-10-2013,Turkey,TR,2013,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
335,335,335,335,71362,962,2824,"World Cup Qualifiers, Europe, 2014",Romania vs Turkey,10-09-2013,Turkey,TR,2013,FAIL,"['Arda Turan', 'Atila Turan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS A. Turan",FALSE,Arda Turan,A Turan,multiple,Done
336,336,336,336,71721,221,4310,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Argentina,06-Sep-16,Venezuela,VE,2016,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis González', 'Óscar González', 'César González']",FALSE,Alexander González,Gonzalez,multiple,Done
337,337,337,337,71820,320,4314,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Venezuela,06-Oct-16,Venezuela,VE,2016,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis González', 'Óscar González', 'César González']",FALSE,Alexander González,Gonzalez,multiple,Done
338,338,338,338,72249,749,4334,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Peru,23-Mar-17,Venezuela,VE,2017,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis González', 'Óscar González', 'César González']",FALSE,Alexander González,Gonzalez,multiple,Done
339,339,339,339,72392,892,4340,"World Cup 2018, Qualifiers, CONMEBOL",Chile vs Venezuela,28-Mar-17,Venezuela,VE,2017,FAIL,"['Luis González', 'Óscar González', 'César González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Luis González', 'Óscar González', 'César González']",FALSE,Alexander González,Gonzalez,multiple,Done
340,340,340,340,72575,1075,4348,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Brazil,05-Sep-17,Colombia,CO,2017,FAIL,"['Ramires', 'Jemerson', 'Jonas']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 James",FALSE,James Rodriguez,James,multiple,Done
341,341,341,341,72577,1077,4348,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Brazil,05-Sep-17,Brazil,BR,2017,FAIL,"['Malcom', 'Talisca']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9 Falcao",FALSE,Falcao,Falcao,multiple,Done
342,342,342,342,72597,1097,4349,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Chile,05-Sep-17,Chile,CL,2017,FAIL,"['Felipe Campos', 'Cristóbal Campos']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Felipe Campos', 'Cristóbal Campos']",FALSE,Felipe Campos,Campos,multiple,Done
343,343,343,343,73984,284,1781,Nations League 2022-2023,Montenegro vs Romania,04.06.22,Romania,RO,2022,FAIL,"['Mihai Bălașa', 'Mihai Popa']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mihai Bălașa', 'Mihai Popa']",FALSE,Valentin Mihaila,Mihaila,multiple,Done
344,344,344,344,74106,406,1787,Nations League 2022-2023,Romania vs Montenegro,14.06.22,Romania,RO,2022,FAIL,"['Mihai Bălașa', 'Mihai Popa']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mihai Bălașa', 'Mihai Popa']",FALSE,Valentin Mihaila,Mihaila,multiple,Done
345,345,345,345,74960,160,2636,"World Cup Qualifiers, Asia, 2022",Vietnam vs Malaysia,10-10-2019,Vietnam,VN,2019,FAIL,"['Tuyen Quang Vu', 'Ngoc Quang Chau', 'Nguyen Manh Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Tuyen Quang Vu', 'Ngoc Quang Chau', 'Nguyen Manh Tran']",FALSE,Quang Hai Nguyen,Nguyn Quang Hi,multiple,Done
346,346,346,346,74964,164,2636,"World Cup Qualifiers, Asia, 2022",Vietnam vs Malaysia,10-10-2019,Vietnam,VN,2019,FAIL,"['Nguyen Sa Pham', 'Duy Cuong Luong']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Sa Pham', 'Duy Cuong Luong']",FALSE,Cong Phuong Nguyen,Nguyn Công Phng,multiple,Done
347,347,347,347,75005,205,2638,"World Cup Qualifiers, Asia, 2022",Oman vs Afghanistan,10-10-2019,Oman,OM,2019,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Ahmad Almahaijri",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
348,348,348,348,75110,310,2643,"World Cup Qualifiers, Asia, 2022",Vietnam vs Australia,07-09-2021,Vietnam,VN,2021,FAIL,"['Nguyen Manh Tran', 'Ngoc Thinh Vu']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Nguyen Manh Tran', 'Ngoc Thinh Vu']",FALSE,Thanh Chung Nguyen,Nguyn Thành Chung,multiple,Done
349,349,349,349,75162,362,2645,"World Cup Qualifiers, Asia, 2022",Maldives vs Syria,4-6-2021,Maldives,MV,2021,FAIL,"['Fayaz Abdulla', 'Azzam Abdulla', 'Ahmed Abdulla']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Fayaz Abdulla', 'Azzam Abdulla', 'Ahmed Abdulla']",FALSE,Abdulla Assadhulla,Assadhulla Abdulla,multiple,Done
350,350,350,350,75237,437,2648,"World Cup Qualifiers, Asia, 2022",South Korea vs Sri Lanka,10-10-2019,Sri Lanka,LK,2019,FAIL,"['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Mohamed Rifnas', 'Mohamed Nuskan', 'Mohamed Nifras']",FALSE,Mohamed Fasal,Mohamed Fasal,multiple,Done
351,351,351,351,75434,634,2657,"World Cup Qualifiers, Asia, 2022",India vs Oman,05-09-2019,Oman,OM,2019,FAIL,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 12 Ahmad Almahaijri",FALSE,Ahmed Kano,Ahmad Almahaijri,multiple,Done
352,352,352,352,75481,681,2659,"World Cup Qualifiers, Asia, 2022",Iraq vs Bahrain,19-11-2019,Bahrain,BH,2019,FAIL,"['Abdulla Shallal', 'Abdulla Yasser']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Abdulla Shallal', 'Abdulla Yasser']",FALSE,Yusuf,Abdulla Yusuf Helal,multiple,Done
353,353,353,353,75565,765,2663,"World Cup Qualifiers, Asia, 2022",Thailand vs Vietnam,05-09-2019,Vietnam,VN,2019,FAIL,"['Tuyen Quang Vu', 'Ngoc Quang Chau', 'Nguyen Manh Tran']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Tuyen Quang Vu', 'Ngoc Quang Chau', 'Nguyen Manh Tran']",FALSE,Quang Hai Nguyen,Nguyn Quang Hi,multiple,Done
354,354,354,354,75592,792,2665,"World Cup Qualifiers, Asia, 2022",Syria vs Iran,16-11-2021,Syria,SY,2021,FAIL,"['Ahmad Al-Khassi', 'Ahmad Al-Shemali', 'Khaled Al-Mobayed']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ahmad Al-Khassi', 'Ahmad Al-Shemali', 'Khaled Al-Mobayed']",FALSE,Khalid Ali Al Hajjaji,Khalid Alhaji,multiple,Done
355,355,355,355,75646,846,2667,"World Cup Qualifiers, Asia, 2022",Bahrain vs Iran,15-10-2019,Bahrain,BH,2019,FAIL,"['Abdulla Shallal', 'Abdulla Yasser']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Abdulla Shallal', 'Abdulla Yasser']",FALSE,Yusuf,Abdulla Yusuf Helal,multiple,Done
356,356,356,356,75712,912,2670,"World Cup Qualifiers, Asia, 2022",Pakistan vs Cambodia,11-06-2019,Pakistan,PK,2019,FAIL,"['Moin Ahmed', 'Saeed Ahmed', 'Jalil Ahmed']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Moin Ahmed', 'Saeed Ahmed', 'Jalil Ahmed']",FALSE,Ahmed Faheem,F Ahmed,multiple,Done
357,357,357,357,75789,989,2673,"World Cup Qualifiers, Asia, 2022",Cambodia vs Bahrain,10-09-2019,Bahrain,BH,2019,FAIL,"['Abdulla Shallal', 'Abdulla Yasser']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Abdulla Shallal', 'Abdulla Yasser']",FALSE,Yusuf,Abdulla Yusuf Helal,multiple,Done
358,358,358,358,75940,40,4149,"World Cup 2022, Qualifiers, CONCACAF",Jamaica vs Panama,05-Sep-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
359,359,359,359,75946,46,4150,"World Cup 2022, Qualifiers, CONCACAF",USA vs Canada,05-Sep-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
360,360,360,360,75948,48,4150,"World Cup 2022, Qualifiers, CONCACAF",USA vs Canada,05-Sep-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
361,361,361,361,75952,52,4150,"World Cup 2022, Qualifiers, CONCACAF",USA vs Canada,05-Sep-21,USA,US,2021,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
362,362,362,362,76023,123,4153,"World Cup 2022, Qualifiers, CONCACAF",Honduras vs USA,08-Sep-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
363,363,363,363,76041,141,4154,"World Cup 2022, Qualifiers, CONCACAF",Panama vs Mexico,08-Sep-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
364,364,364,364,76062,162,4155,"World Cup 2022, Qualifiers, CONCACAF",Honduras vs Costa Rica,07-Oct-21,Honduras,HN,2021,FAIL,"['Luis López', 'Alexander López', 'Iván López', 'Kevin López', 'Roberto López']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 López",FALSE,Luis Lopez,López,multiple,Done
365,365,365,365,76078,178,4156,"World Cup 2022, Qualifiers, CONCACAF",USA vs Jamaica,07-Oct-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
366,366,366,366,76080,180,4156,"World Cup 2022, Qualifiers, CONCACAF",USA vs Jamaica,07-Oct-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
367,367,367,367,76083,183,4156,"World Cup 2022, Qualifiers, CONCACAF",USA vs Jamaica,07-Oct-21,USA,US,2021,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
368,368,368,368,76086,186,4156,"World Cup 2022, Qualifiers, CONCACAF",USA vs Jamaica,07-Oct-21,USA,US,2021,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
369,369,369,369,76117,217,4157,"World Cup 2022, Qualifiers, CONCACAF",El Salvador vs Panama,07-Oct-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
370,370,370,370,76233,333,4163,"World Cup 2022, Qualifiers, CONCACAF",USA vs Costa Rica,12-Oct-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
371,371,371,371,76234,334,4163,"World Cup 2022, Qualifiers, CONCACAF",USA vs Costa Rica,12-Oct-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
372,372,372,372,76237,337,4163,"World Cup 2022, Qualifiers, CONCACAF",USA vs Costa Rica,12-Oct-21,USA,US,2021,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
373,373,373,373,76240,340,4163,"World Cup 2022, Qualifiers, CONCACAF",USA vs Costa Rica,12-Oct-21,USA,US,2021,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
374,374,374,374,76260,360,4164,"World Cup 2022, Qualifiers, CONCACAF",Honduras vs Jamaica,13-Oct-21,Honduras,HN,2021,FAIL,"['Luis López', 'Alexander López', 'Iván López', 'Kevin López', 'Roberto López']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 López",FALSE,Luis Lopez,López,multiple,Done
375,375,375,375,76294,394,4165,"World Cup 2022, Qualifiers, CONCACAF",Canada vs Panama,13-Oct-21,Panama,PA,2021,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Puma,Rodríguez,multiple,Done
376,376,376,376,76346,446,4168,"World Cup 2022, Qualifiers, CONCACAF",Honduras vs Panama,12-Nov-21,Honduras,HN,2021,FAIL,"['Luis López', 'Alexander López', 'Iván López', 'Kevin López', 'Roberto López']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 10 López",FALSE,Luis Lopez,López,multiple,Done
377,377,377,377,76386,486,4170,"World Cup 2022, Qualifiers, CONCACAF",USA vs Mexico,12-Nov-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
378,378,378,378,76388,488,4170,"World Cup 2022, Qualifiers, CONCACAF",USA vs Mexico,12-Nov-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
379,379,379,379,76389,489,4170,"World Cup 2022, Qualifiers, CONCACAF",USA vs Mexico,12-Nov-21,USA,US,2021,FAIL,"['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Weston McKennie', 'Mark McKenzie', 'Kenny Saief']",FALSE,Weston Mckennie,Mc Kennie,multiple,Done
380,380,380,380,76394,494,4170,"World Cup 2022, Qualifiers, CONCACAF",USA vs Mexico,12-Nov-21,USA,US,2021,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
381,381,381,381,76421,521,4171,"World Cup 2022, Qualifiers, CONCACAF",Jamaica vs USA,16-Nov-21,USA,US,2021,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
382,382,382,382,76427,527,4171,"World Cup 2022, Qualifiers, CONCACAF",Jamaica vs USA,16-Nov-21,USA,US,2021,FAIL,"['Brenden Aaronson', 'Paxten Aaronson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brenden Aaronson', 'Paxten Aaronson']",FALSE,Brenden Aaronson,Aaronson,multiple,Done
383,383,383,383,76498,598,4175,"World Cup 2022, Qualifiers, CONCACAF",USA vs El Salvador,27-Jan-22,USA,US,2022,FAIL,"['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Antonee Robinson', 'Miles Robinson', 'Robbie Robinson']",FALSE,Antonee Robinson,Robinson,multiple,Done
